alignment_index,id2,series2,begin2,end2,s2_no_gaps,id,series,begin,end,s1_no_gaps,matches
29,page_479,mega,2632,2906,"J. B. Say sagt: «Les épargnes des riches se font aux dépens des pauvres.» ""Der römische Proletarier lebte fast ganz auf Kosten der Gesellschaft. ... Man könnte fast sagen, daß die moderne Gesellschaft auf Kosten der Proletarier lebt, von dem Theil, den sie auf Belohnung der",1896-97b,dnz,848835,849044,". P. S. Darauf hatte schon Sismondi hingewiesen. ""Das römische Proletariat kebte auf¬ Kosten der Gesellschaft, während die moderne Gesellschaft auf Kosten des Proletariats lebt"" — fo lautet der von Marx in der",151
30,page_194,mega,210,719,"Sein Berichtsondern seinen Magen. Der bibelfeste Engländer wußte zwar, daß der Mensch, wenn nicht durch Gnadenwahl Kapitalist oder Landlord oder Sinekurist, dazu berufen ist, sein Brod im Schweiße seines Angesichts zu essen, aber er wußte nicht, daß er in seinem Brode täglich ein gewisses Quantum Menschenschweiß essen muß, getränkt mit Eiterbeulenausleerung, Spinnweb, schwarzen Käfer‐Leichnamen und fauler deutscher Hefe, ab‐ gesehn von Alaun, Sandstein und sonstigen angenehmen mineralischen Ingredienzen.",1905-06a,dnz,2919874,2920365,"en Bäckereien sagte: ""Der bibelfeste Engländer wußte zwar, daß der Mensch, wenn nicht durch Gnadenwahl Kapitalist oder Landlord oder Sinekurist, dazu berufen, ist, sein Brot im Schweiße seines Angesichtes zu essen, aber er wußte nicht, daß er in seinem Brote täglich ein gewisses Quantum Menschenschweiß essen, muß, vermischt mit Eiterbeulenausleerung, Spinnwebe, Käferleichnamen und fauler deutscher Hefe, abgesehen von Alaun, Sandstein und sonstigen angenehmen mineralischen Ingredienzien.",469
31,page_459,mega,249,853,"ist aber nur die verwandelte Form des Arbeitsprodukts oder vielmehr eines Theils des Arbeitsprodukts. Während der Arbeiter einen Theil der Produktionsmittel in Produkt verwandelt, rückverwandelt sich ein Theil seines früheren Produkts in Geld. Es ist seine Arbeit von voriger Woche oder vom letzten halben Jahr, womit seine Arbeit von heute oder vom nächsten halben Jahr gezahlt wird. Die Illusion, welche die Geldform erzeugt, ver‐ schwindet sofort, sobald statt des einzelnen Kapitalisten und des einzelnen Arbeiters Kapitalistenklasse und Arbeiterklasse betrachtet werden. Die Kapitalistenklasse giebt",1902-03a,dnz,2791197,2791794,"it aber auch die Größe des Durchschnittsprofits, die¬ bestimmt wird durch das Verhältuis der vorhandenen Menge Mehrarbeit zu der in der Gesellschaft exiftierenden Menge vergangener Arbeit, welche sich die Kapitalisten als Kapital angeeignet haben. Der Durchschnittsprofit ist nur der Punkt, um den der wirkliche Profit des¬ einzelnen Kapitalisten herumpendelt, dieser Proftt beträgt in der Regel mehr¬ oder weniger als der durchschnittliche. Er kann aber nicht auf die Dauer in einem bestimmten Geschäftszweig darunter oder darüber stehen. Steht er dar¬ unter, so werden die Kapitalisten diesen Ge",211
32,page_143,mega,1178,1397," Aber die vergangene Arbeit, die in der Arbeitskraft steckt, und die lebendige Arbeit, die sie leisten kann, ihre täglichen Erhaltungskosten und ihre tägliche Verausgabung, sind zwei ganz verschiedne Größen. Die erstere",1902-03a,dnz,2785615,2786089," Aber der ""vergangene Arbeitslohn""? Das kann hier doch nichts anderes sein, als die bei der Produktion, der Geräte, Gebäude &c. konsumierte Produktenmenge. Trotzdem spricht er von ""vergangenem Arbeitslohn"" und von den Geräten und Gebäuden, als ob das zwei verschiedene Dinge wären. Ebenso sonderbar ist es jedoch, von Arbeitslohn in einem Stadium zu rechen, in dem die Arbeit noch keinen überschuß über die Erhaltungskosten des Arbeiters liefert, dieser also den ganzen Ertr",81
33,page_044,mega,1274,1648," wie verschieden die nützlichen Arbeiten oder produktiven Thätigkeiten sein mögen, es ist eine physiologi‐ sche Wahrheit, daß sie Funktionen eines specifisch menschlichen Organis‐ mus im Unterschied von andern Organismen sind, und daß jede solche Funktion, welches immer ihr Inhalt und ihre Form, wesentlich Verausgabung von menschlichem Hirn, Nerv, Muskel, Sinnesorgan u. s",1902-03a,dnz,761713,762008," wie verschieden die nützlichen Arbeiten sein mögen, es eine physiologische Wahrheit sei, daß sie Funktionen des menschlichen Organis¬ mus seien und daß jede solche Funktion, welches immer ihr Gehalt und ihre Form, wesentlich Verausgabung von menschlichem Hirn, Nerv, Muskel, Sinnes¬ organ &c. s",283
34,page_049,mega,1916,2786,"a pour eux que deux sortes d'institution, celles de l'art et celles de la nature. Les institutions de la féodalité sont des in‐ stitutions artificielles, celles de la bourgeoisie sont des institutions naturelles. Ils ressemblent en ceci aux théologiens, qui eux aussi établissent deux sortes de religion. Toute religion qui n'est pas la leur est une invention des hommes, tandis que leur propre religion est une émanation de dieu ... Ainsi il y a eu de l'histoire, mais il n'y en a plus.» (Karl Marx: ""Misère de la Phi‐ losophie. Réponse à la Philosophie de la Misère de M. Proudhon. 1847"", p. 113.) Wahrhaft drollig ist Herr Bastiat, der sich einbildet, die alten Griechen und Römer hätten nur von Raub gelebt. Wenn man aber viele Jahrhunderte durch von Raub lebt, muß doch beständig etwas zu rauben da sein oder der Gegenstand des Raubes sich fortwährend reproduciren.",1902-03a,dnz,2625430,2626315,"¬ wickelter Börsenspekulation"" zum Beispiel kannt nicht in der gleichen Weiser beraubt werden, wie eine Nation von Kuhhirten. In dem Sklaven wird das Produktionsinstrument direkt geraubt. Dan ¬ aber muß die Produktion des Landes, für das er geraubt wird, so gegliederte sein, um Sklavenarbeit zuzulassen, oder (wie in Südamerika &c.) es muß eine den Sklaven entsprechende Produktionsweise geschaffen werden. Gesetze können ein Produktionsinstrument, zum Beispiel Land, in gewissen Familien verewigen. Diese Gesetze bekommen nur ökonomische Bedeutung, Man vergleiche damit Nøte 33 auf Seite 51 des ""Kapital"" (3. Aufl.): ""Wahrhaft drollig ist Herr Bastiat, der sich einbildet, die alten Griechen und Römer hätten nur von Raub gelebt. Wenn man aber viele Jahrhunderte von Raub lebt, muß doch beständig etwas zu rauben da sein oder der Gegenstand des Raubes sich fortwährend reproduzieren.",308
35,page_589,mega,1833,1956,"übrigens der Bauer unter Friedrich's Finanzunwesen und Regierungsmischmasch von Des‐ potismus, Bureaukratie und Feudalismus",1902-03a,dnz,1824900,1825019,"über des preußischen Friedrichs ""Finanzunwesen und Regierungsmischmasch von Despotismus, Bureau¬ kratie und Feudalismus",104
36,page_303,mega,1995,2668,"stirt kein solches Werk. Darwin hat das Interesse auf die Ge‐ schichte der natürlichen Technologie gelenkt, d. h. auf die Bildung der Pflanzen‐ und Thierorgane als Produktionsinstrumente für das Leben der Pflanzen und Thiere. Verdient die Bildungsgeschichte der produktiven Organe des Gesellschaftsmenschen, der materiellen Basis jeder besondern Gesellschaftsorganisation, nicht gleiche Aufmerksamkeit? Und wäre sie nicht leichter zu liefern, da, wie Vico sagt, die Menschengeschichte sich dadurch von der Na‐ turgeschichte unterscheidet, daß wir die eine gemacht und die andere nicht gemacht haben? Die Technologie enthüllt das aktive Verhalten des Menschen zur Natur, den",1898-99b-2,dnz,2117760,2118448,"argon von der ""Produktionsweise"" oder ""der ökonomischen Struktur"" spricht, eigentlich ""Technik"" zu setzen. Leider beruht diese Folgerung erstens auf einer Unter¬ stellung, die nicht zutrifft, und zweitens auf einem logischen Kopfsprung, welcher der equilibristischen Leistungsfähigkeit des Herrn Barth alle Ehre macht. Zu¬ nächst ist die gesellschaftliche Produktionsform nicht nur von der Technik ab¬ hängig, sondern auch von den Naturverhältnissen, die der Technik gewissermaßen erst die Möglichkeit und das Objekt ihrer Anwendung liefern, wie denn ja auch Marx durchaus klar im ""Kapital"" (I, 3. Aufl., S. 375) sagt: ""Die Technologie, enthüllt das Verhalten des Menschen zur Natur"". Dan",112
37,page_147,mega,14,216,"die einfache Arbeitskraft. Ist der Werth dieser Kraft höher, so äußert sie sich aber auch in höherer Arbeit und vergegenständlicht sich daher, in denselben Zeiträumen, in verhältnißmäßig höheren Werthen",1898-99b-2,dnz,1991735,1991969,"iehung zum Arbeitslohn. ""Ist der Werth¬ dieser Kraft (der Arbeitskraft) höher"" heißt es da, ""so äußert sie sich aber auch in höherer Arbeit und vergegenständlicht sich daher in denselben Zeiträumen in ver¬ hältnißmäßig höheren Werthen",167
38,page_323,mega,61,297, und Kinderarbeit war daher das erste Wort der kapitalistischen Anwendung der Maschinerie! Dieß gewaltige Ersatzmittel von Arbeit und Arbeitern ver‐ wandelte sich damit sofort in ein Mittel die Zahl der Lohnarbeiter zu ver‐ mehren durch,1902-03b,dnz,376725,376909," und Kinderarbeit war das erste Wort der kapitalistischen Anwendung der Maschinerie, und die schönen Worte, die Poppe, einer der ersten Technologen Deutschlands, vor hundert Jahren sch",129
39,page_303,mega,1792,2833," wahrscheinlich zuerst in Italien. Eine kritische Geschichte der Technologie würde überhaupt nachweisen, wie wenig irgend eine Erfindung des 18. Jahrhunderts einem einzelnen Individuum gehört. Bisher existirt kein solches Werk. Darwin hat das Interesse auf die Ge‐ schichte der natürlichen Technologie gelenkt, d. h. auf die Bildung der Pflanzen‐ und Thierorgane als Produktionsinstrumente für das Leben der Pflanzen und Thiere. Verdient die Bildungsgeschichte der produktiven Organe des Gesellschaftsmenschen, der materiellen Basis jeder besondern Gesellschaftsorganisation, nicht gleiche Aufmerksamkeit? Und wäre sie nicht leichter zu liefern, da, wie Vico sagt, die Menschengeschichte sich dadurch von der Na‐ turgeschichte unterscheidet, daß wir die eine gemacht und die andere nicht gemacht haben? Die Technologie enthüllt das aktive Verhalten des Menschen zur Natur, den unmittelbaren Pro‐ duktionsprozeß seines Lebens, damit auch seiner gesellschaftlichen Lebensverhältnisse und der ihnen entquellenden geistigen Vorstellungen. Selbst",1902-03b,dnz,2890357,2891370," wenig Aufklärung gegeben. ""Eine kritische Geschichte der Technologie"" — sagt Marx und wohl mit dem Tone auf ""kritisch — ""würde überhaupt nachweisen, wie wenig irgend eine Erfin¬ dung des achtzehnten Jahrhunderts einem einzelnen Individuum gehört. Bisher¬ xistiert kein solches Werk. Darwin hat das Interesse auf die Geschichte der natürlichen Technologie gelenkt, das heißt auf die Bildung der Pflanzen‐ und Tierorgane als Produktionsinstrumente für das Leben der Pflanzen und Tiere¬ Verdient die Bildungsgeschichte der produktiven Organe der Gesellschafts¬ menschen, der materiellen Basis jeder besonderen Gesellschaftsorganisation, nicht gleiche Aufmerksamkeit? Und wäre sie nicht leichter zu liefern, da, wie Vico¬ sagt, die Menschengeschichte sich dadurch von der Naturgeschichte unterscheidet, daß wir die eine gemacht und die andere nicht gemacht haben? Hier soll nun der Zusammenhang beleuchtet werden, der zwischen einer Erscheinung des Wirtschaftslebens, der Krise, und dem technischen Fortschritt, best",821
40,page_050,mega,0,170,Wie sehr ein Theil der Oekonomen von dem der Waarenwelt anklebendenFetischismus oder dem gegenständlichen Schein der gesellschaftlichen Arbeitsbestimmungen getäuscht wird,1898-99b-2,dnz,2001275,2001449,wie sehr ein Theil der Oekonomen von dem der Waarenwelt anklebenden Fetischismus oder dem gegenständlichen Scheine der gesellschaftlichen Arbeits¬ bestimmungen getäuscht wird,170
41,page_414,mega,575,786," Der Begriff des produktiven Arbeiters schließt daher keineswegs bloß ein Verhältniß zwi‐ schen Thätigkeit und Nutzeffekt, zwischen Arbeiter und Arbeitsprodukt ein, sondern auch ein spezifisch gesellschaftliches",1902-03b,dnz,2779019,2779213," der Begrift des produktiven Arbeiters ""keineswegs bloß ein Verhältnis zwischen Tätigkeit und Nutzeffekt, zwischen Arbeiter und Arbeitsprodukt ein, sondern auch ein spezifisch gesellschaftliches",191
42,page_014,mega,0,145,"wegungsgesetz der modernen Gesellschaft zu enthüllen ‒ kann sie na‐ turgemäße Entwicklungsphasen weder überspringen, noch wegdekretiren. Aber sie",1898-99b-2,dnz,2256880,2257035,"mation als einen naturgeschichtlichen Prozeß aufzufassen, bei dem eine Gesellschaft naturgemäße Entwicklungsphasen weder überspringen noch 623. Ed. Bernste",65
43,page_607,mega,1455,1548,"Backe zur Welt kömmt""das Kapital von Kopf bis Zeh, aus allen Poren, blut‐ und schmutztriefend",1898-99b-2,dnz,1927500,1927572,"al zur Welt, ""vom Kopf bis Zeh aus allen Poren blut¬ und schmutztriefend",67
44,page_228,mega,2364,2731," in Fleisch und Blut des Schuldners verwandelt. Dieß ""Fleisch und Blut"" war daher ""ihr Geld"". Daher das Shylocksche Gesetz der 10 Tafeln! Linguet's Hypothese, daß die patrizischen Gläubiger von Zeit zu Zeit jenseits der Tiber Festschmäuse in gekochtem Schuldnerfleisch veranstalteten, bleibe ebenso dahingestellt, wie Daumer's Hypothese über das christliche Abendmahl",1902-03b,dnz,8240,8611," in Fleisch und Blut Jesu verwandeln, obgleich sie es unmöglich können, wenn anders das hiesige Landgericht mit seiner Argumentation gegen die Frau¬ Rothe im Recht ist; sie fühlen sich also in ihrem Vermögen durchaus nicht ge¬ schädigt. Setze man aber den Fall, ein Jude oder Heide oder sonstige Ketzer¬ zahle seinen Abendmahlsgroschen und nehme das christliche Abendmahl",66
45,page_410,mega,1093,1375,"in der Kunst den Arbeiter, sondern zugleich in der Kunst den Boden zu berauben, jeder Fortschritt in Steigerung seiner Fruchtbarkeit für eine gegebne Zeitfrist zugleich ein Fortschritt im Ruin der dauernden Quellen dieser Fruchtbarkeit. Je mehr ein Land, wie die Vereinigten Staaten",1898-99b-2,dnz,2627253,2627461," der Begrenztheit des Mineralvorraths in der Erde bedeutet jede derartige Stei¬ rung der momentanen Fruchtbarkeit einen Fortschritt im Ruin der dauernden Quellen dieser Fruchtbarkeit."" ""Die höheren Ernten sin",145
46,page_276,mega,883,1478,"besitzt selbst keinen Apparat zum Aufziehn der Kette, der Webstuhl muß daher in seiner ganzen Länge aus‐ gestreckt bleiben und wird so unförmlich und weit, daß er keinen Raum findet in der Hütte des Producenten, der seine Arbeit daher in freier Luft verrichten muß, wo sie durch jede Wetteränderung unterbrochen wird""das von Generation auf Generation gehäufte und von Vater auf Sohn ver‐ erbte Sondergeschick, das dem Hindu wie der Spinne diese Virtuosität verleiht. Und dennoch verrichtet ein solcher indischer Weber sehr kom‐ plicirte Arbeit, verglichen mit der Mehrzahl der Manufakturarbeiter",1902-03b,dnz,2769457,2769927,"eit der Kasten öder die Ausschließlich¬ keit der Zünfte als gesellschaftliches Gesetz dekretiert wird."" Darauf folgt ein längeres Zitat aus einem Bericht über die Geschicklichkeit der Weber von Dakka, und dann heißt es weiter: ""Es ist nur das von Generatio ne zu Generation gehäufte und von Vater auf Sohn vererbte Sonder¬ geschick, das dem Hindu wie der Spinne diese Virtuosität verleiht."" Was Marx damit sagen will, ist klar: nämlich, daß schon vor der Manufaktur¬ per",292
47,page_290,mega,1352,1710,"bilden; die ge‐ sellschaftliche Theilung der Arbeit stellt unabhängige Waarenproducenten einander gegenüber, die keine andere Autorität anerkennen als die der Konkurrenz, den Zwang, den der Druck ihrer wechselseitigen Interessen auf sie ausübt, wie auch im Thierreich das bellum omnium contra omnes die Existenzbedingungen aller Arten mehr oder minder erhält",1902-03b,dnz,2761515,2761896,"ichen: ""Die gesellschaftliche Teilung der Arbeit stellt, unabhängige Warenproduzenten einander gegenüber, die keine andere Autorität an¬ erkennen als die Konkurrenz, den Zwang, den der Druck ihrer wechselseitigen Interessen auf sie ausübt, wie auch im Tierreich das Bellum omnium contra omnes (der Kampf aller gegen alle) die Existenzbedingungen aller Arten mehr oder minder erhält",344
